Chrom	Start	End	GeneID	GeneName	
Scate-ma1	333211938	333217760	Scate03075	Ras-related protein Rab-11A (Crotalus adamanteus OX%3D8729)	
Scate-ma1	333219096	333241248	Scate03076	Ras-related protein Rab-11A (Crotalus adamanteus OX%3D8729)	
Scate-ma1	333262957	333283790	Scate03077	E3 ubiquitin-protein ligase MARCH2 (Crotalus horridus OX%3D35024)	
Scate-ma1	333287637	333316784	Scate03078	MYEF2	
Scate-ma1	333360271	333384747	Scate03079	Long-chain-fatty-acid--CoA ligase ACSBG2-like (Crotalus horridus OX%3D35024)	
Scate-ma1	333419649	333428023	Scate03080	MLLT1	
Scate-ma1	333430621	333440080	Scate03081	unknown function	
Scate-ma1	333452222	333483901	Scate03082	DUS3L	
Scate-ma1	333624383	333658353	Scate03083	rsph3	
Scate-ma1	333687935	333693511	Scate03084	ATCAY	
Scate-ma1	333734449	333748221	Scate03085	ITGB1BP3	
Scate-ma1	333953062	333955080	Scate03086	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-ma1	333984825	333994581	Scate03087	L345_05318	
Scate-ma1	333998889	334051742	Scate03088	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	334053562	334059525	Scate03089	FBN2	
Scate-ma1	334089006	334117588	Scate03090	FBN2	
Scate-ma1	334126568	334131447	Scate03091	RX1	
Scate-ma1	334177149	334207167	Scate03092	ELAVL1	
Scate-ma1	334556670	334600334	Scate03093	LGALS4	
Scate-ma1	334975704	334981761	Scate03094	Adapter molecule crk (Crotalus adamanteus OX%3D8729)	
Scate-ma1	334990798	335005173	Scate03095	14-3-3 protein epsilon (Crotalus adamanteus OX%3D8729)	
Scate-ma1	335007435	335034734	Scate03096	Unconventional myosin-Ic (Crotalus horridus OX%3D35024)	
Scate-ma1	335066744	335074105	Scate03097	INPP5K	
Scate-ma1	335076689	335087692	Scate03098	Phosphatidylinositol transfer protein alpha (Crotalus adamanteus OX%3D8729)	
Scate-ma1	335091260	335110031	Scate03099	SLC43A1	
Scate-ma1	335129106	335145316	Scate03100	PRPF8	
Scate-ma1	335148086	335158009	Scate03101	TLCD2	
Scate-ma1	335159858	335168362	Scate03102	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-ma1	335175555	335179533	Scate03103	WDR81	
Scate-ma1	335190277	335192945	Scate03104	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma1	335195460	335199663	Scate03105	SERPINF2	
Scate-ma1	335217890	335222590	Scate03106	SERPINF2	
Scate-ma1	335226258	335231042	Scate03107	SERPINF1	
Scate-ma1	335230888	335239432	Scate03108	SMYD4	
Scate-ma1	335240374	335241178	Scate03109	SMYD4	
Scate-ma1	335241508	335263192	Scate03110	RPA1	
Scate-ma1	335319330	335342970	Scate03111	DPH1	
Scate-ma1	335396381	335398522	Scate03112	HIC1	
Scate-ma1	335402048	335433284	Scate03113	Telomerase-binding protein EST1A (Crotalus adamanteus OX%3D8729)	
Scate-ma1	335446465	335469635	Scate03114	Telomerase-binding protein EST1A (Crotalus adamanteus OX%3D8729)	
Scate-ma1	335475981	335489471	Scate03115	FBXO3	
Scate-ma1	335488765	335495024	Scate03116	TMEM199	
Scate-ma1	335495955	335502410	Scate03117	vtn	
Scate-ma1	335509944	335516928	Scate03118	SARM1	
Scate-ma1	335517362	335520778	Scate03119	SARM1	
Scate-ma1	335526488	335532818	Scate03120	SLC46A1	
Scate-ma1	335534237	335544298	Scate03121	SLC46A1	
Scate-ma1	335588373	335617149	Scate03122	FOXN1	
Scate-ma1	335628049	335632370	Scate03123	UNC119	
Scate-ma1	335654378	335668360	Scate03124	PIGS	
Scate-ma1	335679546	335685101	Scate03125	ALDOC	
Scate-ma1	335718567	335730369	Scate03126	RPS6KA4	
Scate-ma1	335732632	335754258	Scate03127	KIAA0100	
Scate-ma1	335755127	335780098	Scate03128	KIAA0100	
Scate-ma1	335782720	335788147	Scate03129	SDF2	
Scate-ma1	335796031	335837427	Scate03130	SUPT6H	
Scate-ma1	335839255	335850032	Scate03131	SUPT6H	
Scate-ma1	335853643	335859718	Scate03132	PLA2G3	
Scate-ma1	335901440	335912480	Scate03133	RAB36	
Scate-ma1	335919046	335926090	Scate03134	60S ribosomal protein L23a-like (Crotalus adamanteus OX%3D8729)	
Scate-ma1	335939618	335948720	Scate03135	TLC domain-containing protein 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma1	335952364	335976644	Scate03136	Serine/threonine-protein kinase Nek9-like protein (Crotalus horridus OX%3D35024)	
Scate-ma1	335977931	335978326	Scate03137	LOC103282703	
Scate-ma1	335990669	336002607	Scate03138	TNF receptor-associated factor (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336023987	336025504	Scate03139	FAM222B	
Scate-ma1	336043691	336053877	Scate03140	ERAL1	
Scate-ma1	336111322	336120709	Scate03141	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336125278	336142913	Scate03142	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336164432	336175498	Scate03143	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336179231	336202457	Scate03144	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336205419	336215861	Scate03145	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336240822	336250669	Scate03146	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336259259	336266202	Scate03147	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336278633	336289019	Scate03148	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336309526	336320633	Scate03149	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336338407	336345484	Scate03150	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma1	336353049	336370891	Scate03151	Dehydrogenase/reductase (SDR family) member 13 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	167787	193794	Scate03152	SYNGAP1	
Scate-ma2	213370	214885	Scate03153	unknown function	
Scate-ma2	215042	221296	Scate03154	Metal-response element-binding transcription factor 2-like protein (Crotalus horridus OX%3D35024)	
Scate-ma2	222817	226406	Scate03155	Kinesin-like protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	227244	234285	Scate03156	L345_17788	
Scate-ma2	262613	267651	Scate03157	KATNB1	
Scate-ma2	268429	269436	Scate03158	LOC103281647	
Scate-ma2	288681	289675	Scate03159	LOC103280836	
Scate-ma2	300337	303812	Scate03160	B3galt4	
Scate-ma2	306533	313079	Scate03161	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	319101	321731	Scate03162	TRIM11	
Scate-ma2	335978	344691	Scate03163	BRD2 (Crotalus horridus OX%3D35024)	
Scate-ma2	355288	355891	Scate03164	unknown function	
Scate-ma2	359257	364246	Scate03165	LOC103281954	
Scate-ma2	365762	373334	Scate03166	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	387303	390883	Scate03167	Estradiol 17-beta-dehydrogenase 8 (Crotalus horridus OX%3D35024)	
Scate-ma2	396012	404334	Scate03168	Retinoic acid receptor RXR-alpha (Crotalus adamanteus OX%3D8729)	
Scate-ma2	416757	418562	Scate03169	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	438460	449107	Scate03170	unknown function	
Scate-ma2	449133	457834	Scate03171	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	460229	470925	Scate03172	VPS52	
Scate-ma2	472385	474126	Scate03173	rps18	
Scate-ma2	475209	491712	Scate03174	rgl2	
Scate-ma2	510148	510915	Scate03175	HDHD3	
Scate-ma2	518963	551314	Scate03176	Mothers against decapentaplegic homolog (Crotalus horridus OX%3D35024)	
Scate-ma2	559756	563844	Scate03177	Zinc phosphodiesterase ELAC protein 1 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	572996	595025	Scate03178	me2	
Scate-ma2	621614	625775	Scate03179	MAPK4	
Scate-ma2	637568	645905	Scate03180	MAPK4	
Scate-ma2	717130	745901	Scate03181	TSPAN3	
Scate-ma2	765208	778179	Scate03182	cfap53	
Scate-ma2	870859	873603	Scate03183	Myo5b	
Scate-ma2	898679	901822	Scate03184	L345_17104	
Scate-ma2	916810	936600	Scate03185	MYO5B	
Scate-ma2	955744	1018328	Scate03186	MYO5B	
Scate-ma2	1034280	1039634	Scate03187	MYO5B variant protein (Crotalus horridus OX%3D35024)	
Scate-ma2	1048516	1072047	Scate03188	3-ketoacyl-CoA thiolase%2C mitochondrial-like protein (Crotalus horridus OX%3D35024)	
Scate-ma2	1143675	1150437	Scate03189	Endothelial lipase-like (Crotalus horridus OX%3D35024)	
Scate-ma2	1155280	1157096	Scate03190	Endothelial lipase-like (Crotalus horridus OX%3D35024)	
Scate-ma2	1157755	1164264	Scate03191	Putative endothelial lipase (Crotalus adamanteus OX%3D8729)	
Scate-ma2	1187560	1195389	Scate03192	60S ribosomal protein L17 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	1200367	1207319	Scate03193	UPF0729 C18orf32-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma2	1314305	1326658	Scate03194	Dymeclin (Crotalus horridus OX%3D35024)	
Scate-ma2	1587385	1591486	Scate03195	SMAD7	
Scate-ma2	2045010	2059478	Scate03196	ZBTB7C	
Scate-ma2	2134103	2154751	Scate03197	SMAD2	
Scate-ma2	2348912	2356228	Scate03198	Immediate early response 3-interacting protein 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma2	2362810	2378431	Scate03199	hdhd2	
Scate-ma2	2389058	2393090	Scate03200	KATNAL2	
Scate-ma2	2426556	2439652	Scate03201	E3 SUMO-protein ligase PIAS2-like (Crotalus adamanteus OX%3D8729)	
Scate-ma2	2461218	2492608	Scate03202	Elongation factor 2-like (Crotalus horridus OX%3D35024)	
Scate-ma2	2561115	2570838	Scate03203	ST8SIA5	
Scate-ma2	2657178	2674949	Scate03204	Loxhd1	
Scate-ma2	2688041	2699689	Scate03205	LOXHD1	
Scate-ma2	2806203	2823529	Scate03206	LOC100567830	
Scate-ma2	2856438	2860059	Scate03207	SIGLEC15	
Scate-ma2	2892099	2895348	Scate03208	EPG5	
Scate-ma2	2917214	2918763	Scate03209	Epg5	
Scate-ma2	2971458	2989715	Scate03210	ATP synthase subunit alpha (Crotalus horridus OX%3D35024)	
Scate-ma2	2990883	3006209	Scate03211	HAUS1	
Scate-ma2	3039558	3053250	Scate03212	L345_13037	
Scate-ma2	3236530	3259534	Scate03213	LOC103281075	
Scate-ma2	3533621	3545887	Scate03214	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	3570324	3574879	Scate03215	TPGS2	
Scate-ma2	3576676	3578774	Scate03216	L345_13823	
Scate-ma2	3630156	3638259	Scate03217	Heatr8	
Scate-ma2	3644142	3648065	Scate03218	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-ma2	3650124	3661944	Scate03219	Aquaporin 3-like protein (Crotalus horridus OX%3D35024)	
Scate-ma2	3760074	3769437	Scate03220	NOL6	
Scate-ma2	3772217	3774034	Scate03221	Nucleolar protein 6 (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-ma2	3903841	3928683	Scate03222	UBAP2	
Scate-ma2	4006063	4030717	Scate03223	DDB1-and CUL4-associated factor 12 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	4055449	4072717	Scate03224	Ubiquitin-associated protein 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma2	4081885	4100652	Scate03225	KIF24	
Scate-ma2	4113066	4119913	Scate03226	NUDT2	
Scate-ma2	4121162	4126864	Scate03227	MRC1	
Scate-ma2	4133469	4135487	Scate03228	L345_16801	
Scate-ma2	4147013	4149049	Scate03229	L345_16800	
Scate-ma2	4185164	4196758	Scate03230	L345_15519	
Scate-ma2	4215806	4217416	Scate03231	C9orf24	
Scate-ma2	4227464	4230682	Scate03232	FAM219A	
Scate-ma2	4463513	4464043	Scate03233	L345_14636	
Scate-ma2	4488888	4503512	Scate03234	LOC103280697	
Scate-ma2	4510435	4516799	Scate03235	Dynactin 3 (Crotalus horridus OX%3D35024)	
Scate-ma2	4565058	4566399	Scate03236	arid3c	
Scate-ma2	4568721	4579191	Scate03237	arid3c	
Scate-ma2	4625562	4628257	Scate03238	Sigma non-opioid intracellular receptor 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma2	4628422	4649096	Scate03239	GALT	
Scate-ma2	5181952	5184216	Scate03240	CNTFR	
Scate-ma2	5386765	5403244	Scate03241	il11ra	
Scate-ma2	5610937	5621337	Scate03242	dnajb5	
Scate-ma2	5655593	5691701	Scate03243	Transitional endoplasmic reticulum ATPase (Crotalus adamanteus OX%3D8729)	
Scate-ma2	5726856	5737881	Scate03244	PIGO	
Scate-ma2	5738244	5745948	Scate03245	Stomatin-like protein 2-like (Crotalus adamanteus OX%3D8729)	
Scate-ma2	5747287	5755503	Scate03246	FAM214B	
Scate-ma2	5877272	5879689	Scate03247	Unc13c	
Scate-ma2	5907730	5941820	Scate03248	Unc-13 B-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma2	5963385	5988773	Scate03249	Atp8b2	
Scate-ma2	5990924	5995289	Scate03250	Phospholipid-transporting ATPase (Anolis carolinensis OX%3D28377)	
Scate-ma2	6025423	6031049	Scate03251	RUSC2	
Scate-ma2	6037012	6039303	Scate03252	LOC103282285	
Scate-ma2	6071888	6078373	Scate03253	TESK1	
Scate-ma2	6121110	6130795	Scate03254	Alpha-2-macroglobulin receptor-associated protein-like (Crotalus adamanteus OX%3D8729)	
Scate-ma2	6132794	6137786	Scate03255	TMEM8B	
Scate-ma2	6139732	6140706	Scate03256	TMEM8A	
Scate-ma2	6154062	6158923	Scate03257	AVD	
Scate-ma2	6174037	6174583	Scate03258	AVD	
Scate-ma2	6181427	6189789	Scate03259	AVD	
Scate-ma2	6194311	6201452	Scate03260	AVD	
Scate-ma2	6205304	6207393	Scate03261	AVD	
Scate-ma2	6218067	6218650	Scate03262	AVD	
Scate-ma2	6221576	6222157	Scate03263	AVD	
Scate-ma2	6230544	6231113	Scate03264	AVD	
Scate-ma2	6238813	6249565	Scate03265	FAM221B	
Scate-ma2	6258006	6259378	Scate03266	HINT2	
Scate-ma2	6278244	6290806	Scate03267	NPR2	
Scate-ma2	6328882	6344838	Scate03268	Retrograde Golgi transport protein RGP1 (Crotalus horridus OX%3D35024)	
Scate-ma2	6345054	6354261	Scate03269	Non-lysosomal glucosylceramidase (Crotalus horridus OX%3D35024)	
Scate-ma2	6357791	6358402	Scate03270	AVD	
Scate-ma2	6399008	6410933	Scate03271	AVD	
Scate-ma2	6438123	6438734	Scate03272	AVD	
Scate-ma2	6452501	6456015	Scate03273	AVD	
Scate-ma2	6482260	6484702	Scate03274	AVD	
Scate-ma2	6499928	6502200	Scate03275	AVD	
Scate-ma2	6521607	6527597	Scate03276	L345_16421	
Scate-ma2	6543720	6570557	Scate03277	TLN1	
Scate-ma2	6579749	6580389	Scate03278	TPM2	
Scate-ma2	6585802	6598052	Scate03279	Tropomyosin (Crotalus adamanteus OX%3D8729)	
Scate-ma2	6603707	6611476	Scate03280	Gamma-secretase subunit APH-1A (Crotalus adamanteus OX%3D8729)	
Scate-ma2	6620057	6636153	Scate03281	ca9	
Scate-ma2	6662117	6663375	Scate03282	39S ribosomal protein L17%2C mitochondrial (Crotalus horridus OX%3D35024)	
Scate-ma2	6665009	6665536	Scate03283	fancd2os	
Scate-ma2	6684145	6685386	Scate03284	MEX3C	
Scate-ma2	7271694	7276885	Scate03285	Phosphatidylinositol 3-kinase catalytic subunit type 3 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	7291738	7313049	Scate03286	Phosphatidylinositol 3-kinase catalytic subunit type 3 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	7375278	7376896	Scate03287	SETBP1	
Scate-ma2	7469156	7475755	Scate03288	SETBP1	
Scate-ma2	7567587	7569709	Scate03289	SETBP1	
Scate-ma2	8103835	8124581	Scate03290	SYT4	
Scate-ma2	10480086	10491774	Scate03291	L345_10497	
Scate-ma2	11051907	11079272	Scate03292	MBD2	
Scate-ma2	11106522	11124639	Scate03293	POLI	
Scate-ma2	11126712	11127534	Scate03294	STARD6	
Scate-ma2	11161924	11179051	Scate03295	LEB4	
Scate-ma2	11273307	11286428	Scate03296	Ras-related protein Rab-27B-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma2	11457386	11465976	Scate03297	TCF4	
Scate-ma2	12374399	12391420	Scate03298	Thioredoxin-like protein 1-like (Crotalus adamanteus OX%3D8729)	
Scate-ma2	12402477	12449880	Scate03299	WD repeat-containing protein 7 isoform 2 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	12550315	12564844	Scate03300	WD repeat-containing protein 7 isoform 2 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	12860141	12862358	Scate03301	siat 8C	
Scate-ma2	13016965	13038058	Scate03302	FECH	
Scate-ma2	13049221	13076007	Scate03303	Asparaginyl-tRNA synthetase%2C cytoplasmic (Crotalus horridus OX%3D35024)	
Scate-ma2	13080606	13130092	Scate03304	Phospholipid-transporting ATPase (Crotalus horridus OX%3D35024)	
Scate-ma2	13497916	13557762	Scate03305	NEDD4L	
Scate-ma2	13606445	13619061	Scate03306	alpk2	
Scate-ma2	13619166	13631308	Scate03307	alpk2	
Scate-ma2	13707647	13713370	Scate03308	L345_16995	
Scate-ma2	13724615	13738703	Scate03309	MALT1	
Scate-ma2	13828106	13853225	Scate03310	nrf-6	
Scate-ma2	13868035	13886130	Scate03311	Signal peptidase complex catalytic subunit SEC11 (Crotalus horridus OX%3D35024)	
Scate-ma2	13924042	13933621	Scate03312	rax	
Scate-ma2	13947661	13961579	Scate03313	CPLX4	
Scate-ma2	13965720	13989910	Scate03314	Protein ERGIC-53 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	14028926	14050692	Scate03315	CCBE1	
Scate-ma2	14306508	14353212	Scate03316	PDZ domain-containing protein 2-like (Crotalus adamanteus OX%3D8729)	
Scate-ma2	14607975	14632349	Scate03317	Golgi phosphoprotein 3-like (Crotalus adamanteus OX%3D8729)	
Scate-ma2	14639962	14685669	Scate03318	MTMR12	
Scate-ma2	14689733	14734827	Scate03319	Zinc finger RNA-binding protein (Crotalus adamanteus OX%3D8729)	
Scate-ma2	14740975	14749678	Scate03320	Activated RNA polymerase II transcriptional coactivator p15-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma2	14923751	14935937	Scate03321	Npr3	
Scate-ma2	15016797	15045519	Scate03322	Threonyl-tRNA synthetase (Crotalus adamanteus OX%3D8729)	
Scate-ma2	15054464	15070309	Scate03323	ADAMTS12	
Scate-ma2	15082601	15118104	Scate03324	ADAMTS12	
Scate-ma2	15236161	15257926	Scate03325	SLC45A2	
Scate-ma2	15261717	15272268	Scate03326	Alpha-methylacyl-CoA racemase (Crotalus horridus OX%3D35024)	
Scate-ma2	15277952	15289225	Scate03327	C1qtnf3	
Scate-ma2	15436598	15458779	Scate03328	Ankycorbin (Crotalus adamanteus OX%3D8729)	
Scate-ma2	15490256	15497218	Scate03329	Cell cycle checkpoint protein RAD1-like (Crotalus horridus OX%3D35024)	
Scate-ma2	15497139	15506758	Scate03330	BRIX1	
Scate-ma2	15510037	15527267	Scate03331	DnaJ homolog subfamily C member 21 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	15528610	15536290	Scate03332	AGXT2	
Scate-ma2	15577533	15604136	Scate03333	PRLR	
Scate-ma2	15732011	15738600	Scate03334	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	15789722	15791231	Scate03335	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	15826769	15843313	Scate03336	IL7R	
Scate-ma2	15847237	15857415	Scate03337	CAPSL	
Scate-ma2	15866559	15885685	Scate03338	LMBR1 domain-containing protein 2-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma2	15889946	15907522	Scate03339	SKP2	
Scate-ma2	15907928	15934720	Scate03340	NADK2	
Scate-ma2	15956553	15970028	Scate03341	RANBP3L	
Scate-ma2	16075710	16091901	Scate03342	SLC1A3	
Scate-ma2	16346080	16361543	Scate03343	L345_05092	
Scate-ma2	16363668	16385799	Scate03344	L345_05092	
Scate-ma2	16390258	16402161	Scate03345	L345_05091	
Scate-ma2	16411622	16441988	Scate03346	Nucleoporin 155kDa (Crotalus adamanteus OX%3D8729)	
Scate-ma2	16443629	16444012	Scate03347	wdr70	
Scate-ma2	16444911	16448840	Scate03348	wdr70	
Scate-ma2	16584107	16593966	Scate03349	GDNF	
Scate-ma2	16858993	16926738	Scate03350	EGFLAM	
Scate-ma2	16965800	16999222	Scate03351	Leukemia inhibitory factor receptor (Crotalus horridus OX%3D35024)	
Scate-ma2	17140432	17161092	Scate03352	OSMR	
Scate-ma2	17169505	17230720	Scate03353	RICTOR	
Scate-ma2	17317097	17329887	Scate03354	C6	
Scate-ma2	17331475	17334957	Scate03355	C9	
Scate-ma2	17342844	17356990	Scate03356	C6	
Scate-ma2	17359920	17363648	Scate03357	C9	
Scate-ma2	17373424	17388071	Scate03358	Disabled homolog 2-like isoform X3 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	17684267	17689717	Scate03359	L345_17582	
Scate-ma2	17883734	17898467	Scate03360	PRKAA1	
Scate-ma2	17920480	17924894	Scate03361	Ribosomal protein L37 (Crotalus adamanteus OX%3D8729)	
Scate-ma2	17942367	17965581	Scate03362	C7	
Scate-ma2	18000816	18032646	Scate03363	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma2	18035066	18039035	Scate03364	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
